,Symbol,Consensus,10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
204,FOX,Buy,3.72781,13.6965,31.3111,23.841917,3.94663,58.74,2025-03-03,29.29,2024-03-15,77.2589,0.1338,0.6363,0.6804,0.5554565,23.2252,25.2992,7.71,7.98,3.2408,4.0452,2.8339,9.3625,7.3113,1.1968,17.8522,14.5207,2.541,2.4983,2.81837,0.5858,0.5866,1.0309279,6.1292,7.2167,4.77,21.34,26689.055,3.1271,3.1271,4.6734,3.1271,4.6734,-4.7,4.01,257.1,177.19,3.1271,4.6734,3.1271,4.6734,-8.17,35.81,34.99,36.58,15.55,8.7171,0.6158,0.5742,22811.055,-9.0625,0.1472,0.2142,2.7748,5.686,-5.16,10.49,10.74,14.39,16.81,17.25,18.7,18.72,12.49,1.4353,1.872,12.3973,10.5072,15.1972,10.4398,13.05859,10.4398,10.4398,15.1972,10.4398,15.2582,10.0312,14.66,15.05,20.03,21.3414,29.0826,-0.3717,67.2183,12.098,1.6317,1.5026,2.0034,2.5391,2.3289,2.1432,6.1572,4.6761,1.3706,1.4883,2.69,4.18,19.93,4.29,29.125,32.8593,9.69,6.38,6.83,9.790000000000001,13.16,14.01,19.85,7.75,8.38,12.0,16.6396,18.6525,1.58,0.6717,0.6264,7.8221
205,BEN,Sell,1.41359,-11.2997,1.8462,34.950554,1.66921,28.15,2024-03-28,18.83,2025-01-13,-26.171,3.3837,0.2611,0.2668,1.4073145,23.8888,23.7841,3.77,-5.4,1.5168,1.6196,3.16402,8.4204,6.9567,6.3994,23.4289,21.927,1.284,1.2273,4.79,1.2876,1.3093,6.464647,1.5144,1.5419,-12.25,-2.42,18607.27,0.9108,0.9108,0.7273,0.9108,0.7273,-37.51,-17.42,-35.77,-62.75,0.9108,0.7273,0.9108,0.7273,86.93,61.01,37.09,37.12,,,0.9691,0.9397,10421.27,-1.9259,0.046,0.0373,3.9212,32.0485,-23.63,13.68,5.48,4.32,16.28,4.81,4.81,141.22,108.23,0.8435,0.8531,10.7292,9.6672,22.421,27.6353,13.83372,27.6353,27.6353,22.421,27.6353,13.1217,9.7797,19.19,9.71,9.21,-3.6548,-0.3823,3.5841,-36.2116,2.1566,1.2292,1.1926,1.3691,1.3657,1.284,1.2273,5.9977,6.1036,0.8394,0.8652,0.21,8.38,13.08,10.99,16.6138,16.8632,8.12,4.04,1.43,1.15,9.32,3.7199999999999998,2.98,5.41,1.8900000000000001,1.52,14.7174,14.8574,-3.15,0.9691,0.9494,-2.1193
206,FCX,Buy,4.51801,-7.3488,-1.4105,39.533943,3.57895,55.23,2024-05-20,33.985,2025-03-10,-10.6927,8.3197,0.4641,0.4648,1.6215559,12.2345,12.2345,13.81,10.82,1.8977,1.8977,3.95734,2.73,2.73,1.5152,22.7769,22.7769,2.4192,2.4192,24.59,0.6024,0.6024,1.5186031,6.5398,6.5421,32.31,13.35,62112.723,1.3073,1.3073,1.3078,1.3073,1.3078,-23.37,,-29.49,2.09,1.3073,1.3078,1.3073,1.3078,,31.17,30.84,30.09,2.7362,2.7658,0.5066,0.5066,57087.723,7.9382,0.0663,0.0663,23.8709,23.8709,,10.76,7.42,7.42,27.61,26.97,26.97,45.79,45.79,3.1123,3.1123,7.9731,7.9731,30.2211,30.2211,15.44492,30.2211,30.2211,30.2211,30.2211,20.9343,20.9343,25.82,27.13,27.13,0.2961,-3.639,11.7619,-20.7333,8.8977,2.2427,2.2427,3.19,1.0417,1.1805,1.1805,28.4891,28.4891,0.8932,0.8932,3.67,12.07,-3.13,11.38,17.6159,17.6159,12.16,4.83,3.44,3.45,16.16,10.74,10.870000000000001,9.77,7.12,7.06,11.9367,6.0289,14.12,0.509,0.509,4.6218
207,GRMN,Hold,0.30213,-6.4049,14.5145,33.85485,0.36258,246.5,2025-02-19,138.86,2024-04-19,41.7702,-4.1649,0.6538,0.6902,1.0176947,40.7777,40.7777,10.16,9.96,6.4369,6.4369,6.33066,12.993,12.993,1.445,30.292,30.292,3.5389,3.5389,6.3,2.9791,2.9791,1.4121634,9.0178,9.0184,11.24,13.45,37528.774,7.3025,7.3025,7.299200000000001,7.3025,7.299200000000001,9.2,7.92,-20.2,8.82,7.3025,7.299200000000001,7.3025,7.299200000000001,16.47,58.24,58.7,58.7,1.8443,1.8443,0.0,0.0003,39608.242,-9.741,0.0647,0.0647,89.8973,73.2635,-2.44,22.51,22.41,22.41,23.4,25.31,25.31,40.55,40.55,5.0759,5.0759,27.6503,27.6503,28.0624,28.0624,23.9978,28.0624,28.0624,28.0624,28.0624,31.9705,31.9705,24.47,26.92,26.92,1.24,12.286,-6.1218,31.7296,4.4553,6.2901,6.2901,5.1776,5.1776,2.3364,2.3364,6.9001,6.9001,0.2888,0.2888,8.11,10.88,22.94,20.44,32.579,32.4075,10.6,14.03,14.66,15.47,17.55,17.98,19.07,17.55,17.98,19.07,39.9767,39.9767,10.83,0.0,0.0,0.1794
208,IT,Buy,0.16837,-13.646,-10.3669,20.840675,0.15056,583.39,2025-02-04,411.35,2024-04-30,-4.9239,-2.6015,0.7343,0.7953,1.2218697,17.5649,17.5649,10.79,-7.35,17.8753,17.8753,14.02392,24.9826,24.9826,0.0,25.7497,25.7497,1.0573,1.0573,,1.313,0.0,,21.1797,21.1873,22.98,14.23,35616.545,16.0039,16.0039,16.0303,16.0039,16.0303,20.24,44.24,93.77,44.87,16.0039,16.0303,16.0039,16.0303,27.14,68.25,67.72,67.72,,,1.8099,1.8099,35089.777,-10.1421,0.0596,0.0596,20.9657,20.9657,29.46,14.59,20.0,20.0,17.94,18.45,18.45,,,27.4942,27.4942,23.6307,23.6307,27.9886,27.9886,42.83673,27.9886,27.9886,27.9886,27.9886,25.3688,25.3688,17.75,22.14,22.14,-6.0011,-12.5954,-4.7534,-14.9645,-3.2973,5.5988,5.5988,39.3576,39.3576,1.0267,1.0267,3.7336,3.7336,0.2978,0.2978,9.8,8.1,8.13,6.1,80.0046,80.3306,11.39,10.27,14.69,15.909999999999998,162.96,92.24,132.36,25.53,32.83,36.809999999999995,12.2704,12.2704,21.73,1.8099,1.8099,-7.5732
209,GE,Buy,1.31496,19.0643,20.2479,28.621344,1.80064,212.12,2025-02-18,131.5049,2024-03-15,49.0701,2.9692,0.3143,0.3412,1.3392704,18.0135,18.0135,-7.03,-16.21,3.4256,3.4256,10.60787,13.5989,13.5989,0.4694,59.9262,59.9262,1.0943,1.0943,9.39,0.9324,0.9324,0.71276546,6.3528,6.3543,88.25,-4.85,220408.7,5.9927,5.9927,5.9995,5.9927,5.9995,,,21.65,-30.51,5.9927,5.9995,5.9927,5.9995,-10.02,24.89,34.71,29.33,2.8001,2.8002,0.8911,0.8911,214754.7,-2.9906,0.1237,0.1237,2.7314,5.006,,5.98,16.94,14.31,4.53,12.69,10.72,15.38,15.38,9.3333,9.3333,45.5955,45.5955,32.757,32.757,225.1478,32.757,32.757,32.757,32.757,58.389,58.389,7.96,19.69,16.64,26.7092,18.0194,3.8564,39.0295,24.6608,5.5489,4.6891,11.9674,11.9674,0.8104,0.8104,3.2404,3.8346,0.7302,0.8641,-19.5,-15.57,-44.34,-32.6,35.3766,42.3281,-15.62,1.97,5.319999999999999,4.88,13.81,33.900000000000006,30.259999999999998,6.73,16.98,15.790000000000001,14.0487,14.0487,-3.11,0.9965,0.9965,20.3849
210,GEHC,Buy,3.60226,-0.7372,-3.986,27.525106,3.18431,94.8,2025-02-13,74.51,2024-06-11,-8.1311,-1.9692,0.5945,0.6006,0.44554877,18.4832,18.4832,,3.91,3.392,3.392,4.84895,6.2873,6.2873,0.1464,28.181,28.181,1.0364,1.0364,,0.1206,0.1206,0.16975869,7.2898,7.2919,6.36,,43680.484,4.342,4.342,4.3442,4.342,4.3442,-4.22,5.31,78.52,26.67,4.342,4.3442,4.342,4.3442,0.56,40.32,41.71,41.7,5.882,5.8825,0.882,0.882,37562.484,-5.9645,0.0376,0.0376,6.1952,6.1932,2.03,24.41,10.13,10.14,14.26,13.34,13.34,2.76,2.76,4.229,4.229,19.2529,19.2529,18.8472,18.8378,17.60218,18.8378,18.8378,18.8472,18.8378,24.2339,21.6748,14.21,13.12,13.13,6.9077,-6.2145,-2.75,-18.1717,9.3411,1.9094,1.9095,4.8478,4.8478,0.8138,0.8138,4.3412,4.3409,0.3712,0.3712,3.81,3.41,2.17,0.61,42.8584,42.8562,3.22,16.7,6.02,6.09,34.71,23.599999999999998,24.95,27.8,11.43,11.43,16.1241,16.1241,,1.0645,1.0645,5.0652
211,GEV,Buy,5.05867,-7.2339,57.8783,71.16125,3.66504,447.5,2025-01-23,119.0,2024-04-05,,6.7798,0.6785,0.7048,1.5434189,34.602,34.602,,,8.3478,8.3478,,28.1535,29.7412,,34.6453,34.6453,1.0779,1.0779,,,,0.30124113,11.6007,11.6118,,,79788.02,5.5827,5.5827,5.558000000000001,5.5827,5.558000000000001,,,132.85,,5.5827,5.558000000000001,5.5827,5.558000000000001,,,18.15,18.15,,,,,87993.02,-4.8481,0.0207,0.0207,0.4273,-0.0484,,,4.44,4.44,,4.63,4.63,,,9.4983,9.4983,27.6187,27.6187,56.6965,56.6965,,56.6965,56.6965,56.6965,56.6965,38.208,36.1665,,7.15,7.15,0.411,55.6498,-6.5281,,1.2357,2.5188,2.5187,10.3825,10.3825,0.7975,0.8069,,,0.4658,0.4658,1.91,,5.12,5.11,125.6655,124.3274,,,3.01,3.1300000000000003,,16.259999999999998,16.74,,15.72,16.74,31.655,31.655,,0.0342,0.0,-3.0402
212,GEN,Buy,4.16132,-7.0856,7.3359,22.337479,3.46669,31.72,2024-12-04,19.575,2024-05-02,30.762,4.1199,0.2414,0.2509,0.9957035,3.435,3.4919,-9.74,-37.34,3.2809,3.4594,2.97174,1.3579,1.4334,1.8324,12.0985,11.6045,0.4982,0.3507,8.13,0.5115,0.5012,1.7953322,2.0763,2.7273,35.86,27.82,24729.26,0.9595,0.9595,1.0133999999999999,0.9595,1.0133999999999999,1.29,81.21,14.29,-53.24,0.9595,1.0133999999999999,0.9595,1.0133999999999999,9.68,83.72,80.82,80.29,60.4737,69.5556,3.9388,3.2915,17136.26,1.7197,0.1812,0.1868,2.6702,1.7161,66.58,52.86,16.16,16.32,31.96,28.38,39.13,52.44,49.45,6.6667,7.921,8.3025,7.9852,27.8186,26.9862,9.83875,26.9862,26.9862,27.8186,26.9862,8.3837,8.0414,28.09,12.04,24.59,0.5593,5.1074,9.5601,20.7214,5.8099,4.4953,4.4029,4.2132,2.13,0.4461,0.3159,23.0332,24.9487,1.1212,1.1447,14.33,9.19,3.68,2.64,5.9377,6.2472,8.85,16.67,3.9,4.09,7796.66,28.79,30.39,24.1,5.7299999999999995,5.9799999999999995,5.5365,12.3094,-7.06,4.0206,3.9405,1.534
213,GNRC,Buy,0.22661,-23.2216,-7.5105,32.452763,0.21183,195.86,2024-11-11,110.82,2024-03-15,17.8852,0.4723,0.8408,0.8364,1.7189913,41.8419,41.8419,20.47,17.6,10.1417,10.1417,5.68859,4.7185,4.7185,0.0013,14.664,14.664,1.967,1.967,,0.0,0.0016,,10.3942,10.3936,10.14,16.98,8865.363,5.2413,5.2413,5.249,5.2413,5.249,-15.09,5.52,23.72,50.98,5.2413,5.249,5.2413,5.249,19.5,36.2,38.77,38.77,2.392,2.392,0.4616,0.4616,7812.418,-3.1289,0.0342,0.0342,4.4087,4.4087,-8.43,10.06,7.36,7.36,14.57,12.38,12.38,,,3.6985,3.6985,10.5388,10.5388,24.6982,24.6982,20.82999,24.6982,24.6982,24.6982,24.6982,12.9223,12.9223,12.87,9.53,9.53,-15.5767,-9.739,1.0756,7.8446,-10.6612,1.8186,1.8186,5.3147,5.3147,0.8647,0.8647,7.4748,7.4748,0.465,0.465,4.75,14.28,16.09,6.79,71.1815,71.6268,15.23,8.05,6.1899999999999995,6.16,17.93,12.68,13.120000000000001,11.44,8.260000000000002,8.1,29.1176,29.1176,18.76,0.5349,0.5349,-14.9371
214,GD,Buy,0.50255,0.7874,-11.5344,22.446804,0.57931,316.9,2024-11-13,239.9,2025-02-14,-2.7942,2.8884,0.8539,0.8525,0.5158711,81.6119,81.6119,11.11,-1.48,11.7999,11.7999,15.15507,6.2773,6.2773,2.12,24.9897,24.9897,1.3682,1.3682,7.16,5.6219,5.6219,2.262614,20.7218,20.7207,0.93,1.96,79717.18,13.6296,13.6296,13.6284,13.6296,13.6284,5.67,2.63,13.89,13.43,13.6296,13.6284,13.6296,13.6284,10.42,16.27,15.43,15.43,4.4096,4.4096,0.3291,0.3291,72124.18,5.9066,0.0323,0.0323,15.0123,15.0123,-2.17,8.24,7.93,7.93,10.5,10.05,10.05,40.43,40.43,3.2838,3.2838,17.5656,17.5656,19.0704,19.0704,20.33587,19.0704,19.0704,19.0704,19.0704,22.6095,19.8799,9.82,9.51,9.51,8.4323,-13.7629,18.0277,-12.8348,5.8054,1.5115,1.5115,3.5268,3.5268,0.8226,0.8226,4.2937,4.2937,0.4078,0.4078,7.44,3.93,14.31,12.88,171.9588,172.0202,4.92,6.41,6.77,6.76,17.93,17.14,17.1,11.26,12.06,12.049999999999999,75.9894,75.9894,11.99,0.4211,0.4211,1.5295
215,GIS,Hold,1.69161,-7.7252,-19.2303,27.74696,1.7924,75.9,2024-09-10,55.2,2025-02-18,-9.4667,0.683,0.631,0.6244,0.033902768,16.8068,16.6619,7.48,7.56,4.5224,5.0708,4.90561,0.7476,4.1521,4.027,18.0771,16.3236,0.6513,0.9199,3.77,2.3792,2.4051,3.9383001,7.0064,7.4473,4.56,4.18,45707.83,4.3082,4.3082,4.5956,4.3082,4.5956,4.45,8.26,39.11,11.77,4.3082,4.5956,4.3082,4.5956,2.19,34.44,35.01,35.27,6.3415,6.2329,1.203,1.3516,33479.03,-0.2969,0.0734,0.0766,7.4415,7.3195,3.88,13.0,12.57,13.08,17.84,17.28,18.09,54.61,51.79,4.1034,3.954,10.1372,9.3478,13.4098,12.8607,15.10706,12.8607,12.8607,13.4098,12.8607,13.2407,11.9564,15.66,15.25,15.94,-0.0803,-21.4588,12.6941,-19.5073,-0.946,1.686,1.6823,15.9544,14.8041,0.3436,0.6176,11.7526,11.2414,0.584,0.5853,3.09,3.32,1.96,-1.48,34.2661,35.5127,4.21,7.86,7.93,8.17,25.77,26.57,27.91,11.16,11.18,11.49,4.3227,4.4502,43.95,1.376,1.5783,-5.2219
216,GM,Buy,4.12344,-6.4758,8.5899,38.654728,3.19876,61.14,2024-11-25,38.97,2024-08-05,19.6117,1.6075,0.67,0.6643,1.3615642,63.072,63.072,16.14,1.7,-5.98,-5.98,15.20901,27.137,27.137,1.3393,,,1.1276,1.1276,-18.77,0.5936,0.5936,0.9795918,18.8547,18.7533,0.62,-26.94,158615.094,5.3215,5.3215,5.008,5.3215,5.008,-7.96,2.61,,-32.23,5.3215,5.008,5.3215,5.008,,13.76,12.65,13.02,10.555,10.5098,1.4317,1.4317,48755.094,-0.9363,0.0371,0.0371,44.7747,23.4776,-8.15,5.72,3.21,3.2,5.76,4.47,4.47,10.87,5.69,0.9287,0.9287,2.4221,2.4221,8.115,8.1164,4.59604,8.1164,8.1164,8.115,8.1164,17.3444,56.4295,6.92,4.54,4.54,1.1691,6.3614,10.2893,9.5711,-4.3594,0.2601,0.2601,0.9694,1.0009,0.9763,0.9763,14.8734,14.8734,1.157,1.157,13.85,6.43,10.99,9.08,166.0248,178.1768,11.73,3.29,2.15,2.13,14.2,9.53,8.92,4.81,3.1199999999999997,3.1,60.423,58.521,9.54,2.0569,2.0569,-8.6353
217,GPC,Buy,0.46054,0.7968,-8.6844,21.555527,0.55096,164.45,2024-04-18,112.74,2024-10-22,-19.3219,2.1759,1.218,1.2241,0.7501905,31.2539,31.2539,4.28,15.34,4.928,4.928,11.32032,3.4587,3.4587,3.2422,30.5892,30.5892,1.1557,1.1557,5.74,3.9873,3.9873,3.3365726,12.0339,12.0329,6.85,10.26,20920.342,6.4729,6.4729,6.4691,6.4729,6.4691,1.21,8.76,-57.84,-30.77,6.4729,6.4691,6.4729,6.4691,2.18,35.31,36.29,36.29,2.9365,2.9365,0.8629,0.8629,17115.988,-0.7287,0.0144,0.0144,13.145,13.145,1.69,3.9,3.85,3.85,5.77,5.23,5.23,61.38,61.38,3.7428,3.7428,13.6791,13.6791,18.932,18.932,16.53422,18.932,18.932,18.932,18.932,25.0266,18.9952,5.67,5.01,5.01,8.4417,-10.9129,10.0257,-29.3625,10.451,0.7288,0.7288,6.3954,6.3954,0.495,0.495,10.6605,10.6605,0.3728,0.3728,7.57,6.03,3.3,1.71,168.1576,168.7229,6.98,5.05,4.6899999999999995,4.71,21.36,20.84,20.119999999999997,11.54,10.489999999999998,10.440000000000001,18.2907,18.2907,3.81,0.9878,0.9878,6.1751
218,GILD,Buy,10.40426,19.3224,35.3512,24.297918,7.80886,119.96,2025-03-10,62.07,2024-05-31,49.5861,-3.2985,0.4874,0.5149,0.2827167,15.5136,15.5136,-2.7,-8.71,8.2705,8.0819,6.67804,8.0185,8.0185,4.251,15.0452,15.3963,1.5972,1.5972,4.45,3.1445,4.7191,2.814894,1.6263,2.0235,-17.02,16.33,155040.58,0.3817,0.3817,0.3386999999999998,0.3817,0.3386999999999998,-57.39,-38.15,22.46,-92.48,0.3817,0.3386999999999998,0.3817,0.3386999999999998,4.37,78.52,78.26,78.26,3.5751,3.5751,1.2879,1.2879,138320.58,-3.5692,0.0272,0.0272,1.5382,1.7113,-41.31,12.54,1.67,1.67,22.7,5.78,5.78,817.95,143.95,5.9554,5.9554,12.7743,12.7743,288.7695,288.7695,20.71636,288.7695,288.7695,288.7695,288.7695,13.4227,13.7359,17.22,2.4,2.4,26.9673,33.1227,10.8659,39.5455,23.6112,4.8105,4.8105,9.4072,17.5816,1.2005,1.2005,6.3335,6.3335,1.6338,1.6338,1.74,5.08,6.4,6.04,22.9116,22.4816,5.44,5.31,0.8099999999999999,0.86,15.83,2.48,2.6100000000000003,7.21,1.04,1.29,6.9028,3.5962,14.96,1.3818,1.3818,19.3353
219,GPN,Buy,0.68904,-18.1174,-12.3446,25.882841,0.83003,136.36,2024-03-26,90.99,2025-03-12,-26.1934,3.1862,0.2155,0.2027,0.9563512,89.5854,89.5854,-0.71,17.0,11.4904,11.4904,9.79834,10.2064,10.2064,1.077,13.1849,13.1849,0.9654,0.9654,21.27,0.9932,0.9932,1.0451505,11.0346,11.0345,23.0,28.6,37679.372,6.162,6.162,6.174300000000001,6.162,6.174300000000001,23.3,23.29,63.74,63.78,6.162,6.174300000000001,6.162,6.174300000000001,21.41,58.05,62.88,62.79,105.8,157.1231,0.6802,0.6806,23474.014,-8.9476,0.0582,0.0582,5.1498,5.1498,12.12,9.24,15.54,15.54,15.2,23.09,23.09,16.1,16.1,1.28,1.28,6.6448,6.6448,14.9481,14.9481,278.3875,14.9481,14.9481,14.9481,14.9481,8.2141,8.2141,10.67,18.49,18.49,-10.4725,-14.5731,-1.5721,-36.234,-10.1806,2.3228,2.3228,2.1364,2.1364,0.924,0.924,6.9661,6.9661,0.3743,0.3743,5.84,15.52,3.35,4.68,39.6551,40.1442,9.96,1.8,3.35,3.15,3.55,7.049999999999999,7.000000000000001,2.19,4.02,3.92,53.6722,53.6722,-1.91,0.7515,0.7515,-14.4565
220,GL,Buy,0.18706,20.8432,24.2246,21.749935,0.21842,131.39,2025-03-03,38.95,2024-04-11,9.4286,3.7761,0.1987,0.2001,0.5782974,63.1778,63.1778,-1.33,10.98,15.8542,15.8542,,0.95678,0.90749,0.8019,9.9406,9.9406,0.6034,0.6034,7.26,0.9618,0.9618,0.8505947,16.2135,16.1831,7.44,7.05,13234.815,11.9423,11.9423,11.9515,11.9423,11.9515,6.12,11.83,4.72,18.55,11.9423,11.9515,11.9423,11.9515,0.15,,,,,,0.4381,0.4381,10660.488,-0.361,0.2869,0.2869,11.4384,11.4384,1.98,17.81,18.53,18.53,23.82,25.16,25.16,7.98,7.98,1.7645,1.7645,7.6014,7.6014,9.956,9.956,16.23596,9.956,9.956,9.956,9.956,8.007,8.007,21.96,22.96,22.96,28.4881,21.9961,10.8478,-0.612,18.1299,1.845,1.845,3.293,2.75742,0.6034,0.6034,,,1.5483,1.5483,4.1,5.0,3.57,6.07,64.4432,68.2357,9.66,3.31,3.6799999999999997,3.71,16.95,20.18,21.19,11.87,13.309999999999999,14.11,35.84649,43.93244,-9.74375,0.5164,0.5164,13.854
221,GDDY,Buy,0.36982,-14.4427,19.1033,36.46671,0.38195,215.65,2025-01-30,115.66,2024-03-15,52.1034,2.2369,0.5553,0.5728,1.1541091,4.9013,4.9013,11.1,-22.03,8.9308,8.9308,3.49056,7.712,7.712,0.0032,22.1576,22.1576,0.7233,0.7233,,,0.0052,,7.289,7.3026,19.46,18.49,27942.977,6.4486,6.4486,6.4531,6.4486,6.4531,65.75,53.61,-82.14,-31.07,6.4486,6.4531,6.4486,6.4531,14.85,63.94,63.88,63.88,,,5.4603,5.4603,25236.977,-0.6964,0.1698,0.1698,5.8351,5.8351,34.94,10.57,20.49,20.49,12.51,19.44,19.44,,,40.0362,40.0362,19.5985,19.5985,26.9367,26.9367,43.4081,26.9367,26.9367,26.9367,26.9367,20.0119,20.0119,5.33,16.74,16.74,-6.7978,16.8748,9.4321,42.0628,-5.4115,5.5185,5.5185,,,0.5212,0.5212,54.5403,54.5403,0.8288,0.8288,6.22,8.88,8.39,7.5,31.477,31.407,13.87,6.03,11.379999999999999,11.74,533.94,135.37,231.25,13.84,20.880000000000003,22.259999999999998,-33.22196,-39.96739,,5.4833,5.4833,-9.6874
222,GS,Buy,0.69284,-6.882,18.1213,30.835241,0.88642,672.19,2025-02-18,383.41,2024-03-18,42.5015,2.9998,0.0757,0.0747,1.3265272,392.7074,392.7074,8.59,-24.36,-49.2606,-49.2606,34.39028,586.1575,586.1575,2.6164,126.0864,162.9819,0.2908,0.2908,19.24,14.1854,14.1939,2.17478,62.3171,62.2985,11.09,15.62,1093729.78,42.7938,42.7938,42.7761,42.7938,42.7761,-11.03,13.7,112.52,73.96,42.7938,42.7761,42.7938,42.7761,,59.27,36.88,37.11,,,2.0482,2.0482,171875.78,-11.3307,0.307,0.307,,,-6.11,17.11,11.25,11.32,21.56,14.5,14.59,31.5,31.5,1.4734,1.4734,,,12.0395,12.0395,11.28295,12.0395,12.0395,12.0395,12.0395,34.6524,3.3208,21.56,14.5,14.59,0.7629,15.8928,-8.9475,32.4609,0.6365,1.3549,1.3631,1.4837,1.4837,0.2908,0.2908,0.953,0.9473,2.728,2.7116,24.97,18.23,10.59,16.3,380.2548,383.8387,21.09,0.89,0.8500000000000001,0.8500000000000001,11.63,11.700000000000001,11.87,1.28,1.16,1.17,389.9809,389.9809,6.21,9.049,9.049,-3.6394
223,HAL,Buy,2.96936,-14.3836,-11.692,30.069998,3.05594,41.55,2024-04-08,23.425,2025-03-05,-33.7397,1.1736,0.8967,0.9112,1.1885103,12.1037,12.1037,5.81,-1.18,2.7915,2.7915,4.01656,3.0161,3.0161,2.7763,10.9509,10.9509,2.0466,2.0466,-1.06,0.683,0.683,2.6962729,5.2933,5.2933,34.25,,26534.14,2.8324,2.8324,2.8321,2.8324,2.8321,20.14,,-4.61,-3.17,2.8324,2.8321,2.8324,2.8321,21.5,15.58,18.75,18.75,5.9505,5.9505,0.6815,0.6815,21611.14,-5.1953,0.0521,0.0521,9.9584,9.9584,,3.85,10.9,10.9,8.25,16.66,16.66,23.99,23.99,2.2736,2.2736,5.5915,5.5915,8.641,8.641,21.98373,8.641,8.641,8.641,8.641,8.9192,8.9192,5.0,14.1,14.1,-6.7387,-13.9205,1.9621,-43.7803,-3.7785,0.9419,0.9419,6.65475,5.40725,1.5441,1.5441,4.5994,4.5994,0.478,0.478,14.47,0.47,-2.25,-0.32,25.9841,26.2517,0.29,3.9,9.77,9.93,6.83,23.810000000000002,24.740000000000002,5.66,13.73,14.11,5.67517,7.03911,-1.88153,0.734,0.7178,-8.0544
